manufacturer,type,cc,engine,start,end,brand,name,oid,sid,comment
大众 (一汽大众),速腾,2.0,BJZ,2006/4/1,2009/6/1,INA,附件张紧器,06A903315E,5340363100,附件系
斯柯达 (上海大众-斯柯达),明锐,2.0,BXX,2007/6/1,2010/4/1,INA,附件张紧器,06A903315M,5340363100,附件系
奥迪 (一汽奥迪),A6L (C5),1.8,ANQ,2000/1/1,2005/12/1,INA,附件张紧器,058903133D,5340364100,附件系
奥迪 (一汽奥迪),200,1.8 T,ANZ,1998/5/1,1999/9/1,INA,附件张紧器,058903133D,5340364100,附件系
奥迪 (一汽奥迪),A6L (C5),1.8 T,AWL,2000/7/1,2005/12/1,INA,附件张紧器,058903133D,5340364100,附件系
大众 (上海大众),帕萨特 (B5),1.8,ANQ,2000/4/1,2003/2/1,INA,附件张紧器,058903133,5340364100,附件系
大众 (上海大众),桑塔纳2000,1.8,AYJ,1998/5/1,2004/3/1,INA,附件张紧器,058903133,5340364100,附件系
大众 (上海大众),桑塔纳3000,1.8,AYJ,2004/3/1,2007/10/1,INA,附件张紧器,058903133,5340364100,附件系
大众 (上海大众),桑塔纳3000,1.8,BKT,2005/6/1,2007/10/1,INA,附件张紧器,058903133,5340364100,附件系
大众 (上海大众),桑塔纳志俊,1.8,BKT,2008/1/1,-,INA,附件张紧器,058903133,5340364100,附件系
大众 (上海大众),帕萨特 (B5),1.8 T,AWL,2001/1/1,2009/4/1,INA,附件张紧器,058903133,5340364100,附件系
大众 (上海大众),帕萨特领驭 (B5),1.8 T,/,2005/11/1,2009/4/1,INA,附件张紧器,058903133,5340364100,附件系
大众 (上海大众),帕萨特 (B5),2.0,BFF,2003/2/1,2009/4/1,INA,附件张紧器,058903133,5340364100,附件系
大众 (上海大众),帕萨特领驭 (B5),2.0,BNL,2006/4/1,-,INA,附件张紧器,058903133,5340364100,附件系
大众 (上海大众),桑塔纳志俊,2.0,/,2008/1/1,-,INA,附件张紧器,058903133,5340364100,附件系
大众 (上海大众),波罗,1.4,BCC,2002/1/1,2006/3/1,INA,附件张紧器,030145299F,5340371100,附件系
大众 (上海大众),波罗 劲情,1.4,/,2006/6/1,2007/12/1,INA,附件张紧器,030145299F,5340371100,附件系
大众 (上海大众),波罗 劲取,1.4,/,2006/6/1,2007/12/1,INA,附件张紧器,030145299F,5340371100,附件系
大众 (上海大众),波罗 劲情,1.6,CDE,2006/6/1,2007/12/1,INA,附件张紧器,030145299F,5340371100,附件系
大众 (上海大众),波罗 劲取,1.6,CDE,2007/12/1,-,INA,附件张紧器,030145299F,5340371100,附件系
大众 (上海大众),朗逸,1.6,CDE,2008/4/1,-,INA,附件张紧器,030145299F,5340371100,附件系
斯柯达 (上海大众-斯柯达),晶锐,1.4,CDD,2008/12/1,-,INA,附件张紧器,1J0145299A,5340371100,附件系
斯柯达 (上海大众-斯柯达),晶锐,1.6,CDE,2008/12/1,-,INA,附件张紧器,1J0145299A,5340371100,附件系
斯柯达 (上海大众-斯柯达),明锐,1.6,CDF,2007/6/1,2010/4/1,INA,附件张紧器,030145299F,5340371100,附件系
别克 (上海通用-别克),君威 II,2.4,LE5,2008/12/1,-,INA,附件张紧器,12605175,5340372100,附件系
别克 (上海通用-别克),君威 II,2.0,LDK,2009/6/1,-,INA,附件张紧器,12605175,5340372100,附件系
奥迪 (一汽奥迪),A6L (C6),2.4,BDW,2005/3/1,2011/12/1,INA,附件张紧器,06E903133B,5340375100,附件系
奥迪 (一汽奥迪),A6L (C6),2.8,BDX,2007/11/1,2011/12/1,INA,附件张紧器,06E903133E,5340375100,附件系
奥迪 (一汽奥迪),A6L (C6),2.8,CCEA,2009/6/1,2011/12/1,INA,附件张紧器,06E903133E,5340375100,附件系
奥迪 (一汽奥迪),A6L (C6),3.0 TFSI,CAJA,2009/1/1,2011/12/1,INA,附件张紧器,06E903133E,5340375100,附件系
奥迪 (一汽奥迪),A6L (C6),3.1 FSI,AUK,2005/9/1,2008/12/1,INA,附件张紧器,06E903133B,5340375100,附件系
奥迪 (一汽奥迪),A4L (B8),3.2 FSI,CALA,2009/1/1,-,INA,附件张紧器,06E903133E,5340375100,附件系
马自达 (一汽马自达),6 睿翼,2.5,/,2009/1/1,-,INA,附件张紧器,LFG1-15-980C,5340406100,附件系
马自达 (一汽马自达),6 睿翼,2.0,/,2009/10/1,-,INA,附件张紧器,LFG1-15-980C,5340406100,附件系
荣威 (上汽荣威),350,1.5,/,2010/4/1,-,INA,附件张紧器,10025803,5340413100,附件系
本田 (广汽本田),歌诗图,3.5,J35Z2,2010/10/1,-,INA,附件张紧器,31170-R70-A01,5340415100,附件系
本田 (广汽本田),雅阁 VIII,3.5,J35Z2,2008/3/1,-,INA,附件张紧器,31170-R70-A01,5340415100,附件系
本田 (广汽本田),雅阁,3.5,J35Z2,2007/10/1,-,INA,附件张紧器,31170-R70-A01,5340415100,附件系
本田 (东风本田),思铂睿,2.4,/,2009/7/1,-,INA,附件张紧器,31170-RLH-H010-M2,5340416100,附件系
本田 (广汽本田),雅阁 VIII,2.4,K24,2008/10/1,-,INA,附件张紧器,31170-RLH-H010-M2,5340416100,附件系
起亚 (东风悦达起亚),福瑞迪,1.6,G4FC,2009/6/1,-,INA,附件张紧器,25281-2B010,5340417100,附件系
起亚 (东风悦达起亚),秀尔,1.6,G4FC,2009/12/1,-,INA,附件张紧器,25281-2B010,5340417100,附件系
现代 (北京现代),瑞纳,1.4,G4FA,2010/8/1,-,INA,附件张紧器,25281 2B000,5340417100,附件系
现代 (北京现代),瑞纳,1.4,G4FA,2010/12/1,-,INA,附件张紧器,25281 2B000,5340417100,附件系
现代 (北京现代),i30,1.6,G4FC,2009/7/1,-,INA,附件张紧器,25281-2B010,5340417100,附件系
现代 (北京现代),瑞纳,1.6,G4FC,2010/8/1,-,INA,附件张紧器,25281 2B000,5340417100,附件系
现代 (北京现代),瑞纳,1.6,G4FC,2010/12/1,-,INA,附件张紧器,25281 2B000,5340417100,附件系
现代 (北京现代),悦动,1.6,G4ED,2008/4/1,-,INA,附件张紧器,25281-2B010,5340417100,附件系
现代 (北京现代),悦动,1.6,/,2009/11/1,-,INA,附件张紧器,25281-2B010,5340417100,附件系
现代 (北京现代),悦动,1.8,G4GB,2008/4/1,-,INA,附件张紧器,25281-2B010,5340417100,附件系
奥迪 (一汽奥迪),A6L (C6),3.0,BBJ,2005/3/1,2006/12/1,INA,附件张紧器,06C903133C,5340419100,附件系
现代 (北京现代),ix35,2.4,/,2010/4/1,-,INA,附件张紧器,25281 25000,5340430100,附件系
现代 (北京现代),索纳塔 (NF),2.4,G4KC,2005/9/1,-,INA,附件张紧器,25281 25000,5340430100,附件系
现代 (北京现代),索纳塔 (NFC),2.4,G4KE,2008/12/1,-,INA,附件张紧器,25281 25000,5340430100,附件系
现代 (北京现代),ix35,2.0,/,2010/4/1,-,INA,附件张紧器,25281 25000,5340430100,附件系
现代 (北京现代),ix35,2.0,G4KD,2010/4/1,-,INA,附件张紧器,25281 25000,5340430100,附件系
现代 (北京现代),索纳塔 (NF),2.0,G4KA,2005/9/1,-,INA,附件张紧器,25281 25000,5340430100,附件系
现代 (北京现代),索纳塔 (NFC),2.0,G4KD,2008/12/1,-,INA,附件张紧器,25281 25000,5340430100,附件系
别克 (上海通用-别克),林荫大道,2.8,LP1,2007/4/1,2009/10/1,INA,附件张紧器,12575509,5340441100,附件系
别克 (上海通用-别克),荣御,2.8,HTA,2004/12/1,2006/9/1,INA,附件张紧器,12575509,5340441100,附件系
别克 (上海通用-别克),林荫大道,3.6,LY7,2007/4/1,2009/10/1,INA,附件张紧器,12575509,5340441100,附件系
别克 (上海通用-别克),荣御,3.6,LY7,2004/12/1,2006/9/1,INA,附件张紧器,12575509,5340441100,附件系
雪佛兰 (上海通用-雪佛兰),科帕奇,3.2,LU1,2009/1/1,-,INA,附件张紧器,12626644,5340441100,附件系
日产 (东风日产),骏逸,1.8,MR18,2006/11/1,2010/1/1,INA,附件张紧器,11955 JD21A,5340442100,附件系
日产 (东风日产),逍客,2.0,MR20DE,2008/3/1,2010/12/1,INA,附件张紧器,11955 JD21A,5340442100,附件系
标致 (东风标致雪铁龙),408,1.6,TU5JP4,2010/1/1,-,INA,附件张紧器,5751.E9,5340447100,附件系
雪铁龙 (东风标致雪铁龙),世嘉,1.6,N6A,2008/10/1,-,INA,附件张紧器,5751.E9,5340447100,附件系
福特 (长安福特马自达),嘉年华,1.3,/,2009/2/1,-,INA,附件张紧器,ZJ38-15980-B,5340457100,附件系
福特 (长安福特马自达),嘉年华,1.5,ZY-VE,2009/2/1,-,INA,附件张紧器,ZJ38-15980-B,5340457100,附件系
马自达 (长安福特马自达),2,1.3,ZJ-VR,2008/6/1,-,INA,附件张紧器,ZJ38-15980-B,5340457100,附件系
马自达 (长安福特马自达),2,1.3,ZJ-VR,2007/10/1,-,INA,附件张紧器,ZJ38-15980-B,5340457100,附件系
马自达 (长安福特马自达),2,1.3,/,2009/2/1,-,INA,附件张紧器,ZJ38-15980-B,5340457100,附件系
马自达 (长安福特马自达),2,1.5,ZY-VE,2008/6/1,-,INA,附件张紧器,ZJ38-15980-B,5340457100,附件系
马自达 (长安福特马自达),2,1.5,ZY-VE,2007/10/1,-,INA,附件张紧器,ZJ38-15980-B,5340457100,附件系
丰田 (广汽丰田),汉兰达,2.7,1AR-EF,2009/5/1,-,INA,附件张紧器,16620-36010,5340464100,附件系
帝豪 (吉利),EC 718,1.8,/,2009/7/1,-,INA,附件张紧器,1016050736,5340471100,附件系
帝豪 (吉利),EC 718-RV,1.8,/,2009/7/1,-,INA,附件张紧器,1016050736,5340471100,附件系
帝豪 (吉利),EC8,2.4,/,2010/10/1,-,INA,附件张紧器,1016050432,5340478100,附件系
奥迪 (一汽奥迪),A6L (C6),3.0 TFSI,CAJA,39814,40878,INA,附件张紧器,06E903133H,5340487100,附件系
陆风 (江铃),X8,2.5 CRDi,R 425 DOHC,40026,-,INA,附件张紧器,1025200RAA,5340518100,附件系
大众 (上海大众),帕萨特 (B5),1.8,ANQ,2000/4/1,2003/2/1,INA,发电机超越皮带轮,028903119AC,5350005100,/
大众 (上海大众),帕萨特 (B5),1.8 T,AWL,2001/1/1,2009/4/1,INA,发电机超越皮带轮,028903119AC,5350005100,/
大众 (上海大众),帕萨特领驭 (B5),1.8 T,/,2005/11/1,2009/4/1,INA,发电机超越皮带轮,022903119B,5350005100,/
大众 (上海大众),帕萨特 (B5),2.0,BFF,2003/2/1,2009/4/1,INA,发电机超越皮带轮,028903119AC,5350005100,/
大众 (上海大众),帕萨特领驭 (B5),2.0,BNL,2006/4/1,-,INA,发电机超越皮带轮,022903119B,5350005100,/
奥迪 (一汽奥迪),A6L (C5),1.8,ANQ,2000/1/1,2005/12/1,INA,发电机超越皮带轮,038903119P,5350008100,/
奥迪 (一汽奥迪),A6L (C5),1.8 T,AWL,2000/7/1,2005/12/1,INA,发电机超越皮带轮,038903119P,5350008100,/
大众 (上海大众),波罗,1.6,BCD,2002/1/1,2006/1/1,INA,发电机超越皮带轮,038903119T,5350012100,/
大众 (上海大众),途安,1.8 T,BPL,2005/5/1,-,INA,发电机超越皮带轮,038903119T,5350012100,/
大众 (上海大众),途安,2.0,/,2004/11/1,2008/1/1,INA,发电机超越皮带轮,038903119T,5350012100,/
大众 (一汽大众),开迪,1.6,BRY,2005/3/1,2007/12/1,INA,发电机超越皮带轮,038903119T,5350012100,/
大众 (一汽大众),速腾,1.6,BWH,2006/2/1,-,INA,发电机超越皮带轮,022903119A,5350012100,/
大众 (一汽大众),速腾,1.8 T,BPL,2006/4/1,2008/4/1,INA,发电机超越皮带轮,022903119A,5350012100,/
大众 (一汽大众),速腾,1.8 TSI,BYJ,2008/7/1,-,INA,发电机超越皮带轮,022903119A,5350012100,/
大众 (一汽大众),宝来,1.9 TDI,ATD,2004/3/1,2006/12/1,INA,发电机超越皮带轮,038903119T,5350012100,/
大众 (一汽大众),高尔夫,1.9 TDI,AGR,2001/5/1,-,INA,发电机超越皮带轮,038903119T,5350012100,/
大众 (一汽大众),捷达,1.9 TDI,ALH,1998/8/1,2000/4/1,INA,发电机超越皮带轮,038903119S,5350012100,/
大众 (一汽大众),开迪,2.0,/,2005/3/1,2007/12/1,INA,发电机超越皮带轮,038903119T,5350012100,/
大众 (一汽大众),速腾,2.0,BJZ,2006/4/1,2009/6/1,INA,发电机超越皮带轮,022903119A,5350012100,/
奥迪 (一汽奥迪),A4 (B6),1.8 T,BFB,2003/2/1,2005/7/1,INA,发电机超越皮带轮,06B903119B,5350041100,/
奥迪 (一汽奥迪),A4 (B7),1.8 T,BKB,2005/7/1,2008/9/1,INA,发电机超越皮带轮,06B903119B,5350041100,/
奥迪 (一汽奥迪),A6L (C6),2.0 FSI,BPJ,2005/9/1,-,INA,发电机超越皮带轮,06B903119D,5350041100,/
奥迪 (一汽奥迪),A4 (B7),2.0 T,BGB,2005/7/1,2008/9/1,INA,发电机超越皮带轮,06B903119B,5350041100,/
斯柯达 (上海大众-斯柯达),昊锐,1.8 TSI,/,2009/8/1,-,INA,发电机超越皮带轮,06B903119D,5350041100,/
日产 (郑州日产),御轩,2.0,/,2009/6/1,-,INA,发电机超越皮带轮,23151-6N200,5350044100,/
中华 (华晨中华),骏捷,1.8 T,BL18T,2008/12/1,-,INA,发电机超越皮带轮,/,5350059100,/
宝马 (华晨宝马),3 (E46),2.0 (318i),N46B20CA,2004/6/1,2005/6/1,INA,发电机超越皮带轮,12317516099,5350075100,/
宝马 (华晨宝马),3 (E90),2.0 (320i),N 46 B 20,2005/1/1,2007/12/1,INA,发电机超越皮带轮,12317516099,5350075100,/
福特 (长安福特马自达),蒙迪欧,2.0,LF-DE,2007/9/1,-,INA,发电机超越皮带轮,/,5350125100,/
宝马 (华晨宝马),3 (E46),2.0 (318i),N46B20CA,2004/6/1,2005/6/1,INA,发电机超越皮带轮,12317536960,5350127100,/
宝马 (华晨宝马),3 (E46),2.0 (318i),N46B20CA,2004/6/1,2005/6/1,INA,发电机超越皮带轮,12317550001,5350127100,/
福特 (江铃),全顺,2.4,4G64,1998/1/1,-,INA,发电机超越皮带轮,U201-18-W10,5350128100,/
奥迪 (一汽奥迪),A6L (C6),2.4,BDW,2005/3/1,2011/12/1,INA,发电机超越皮带轮,06E903119E,5350130100,/
奥迪 (一汽奥迪),A6L (C6),2.8,BDX,2007/11/1,2011/12/1,INA,发电机超越皮带轮,06E903119E,5350130100,/
奥迪 (一汽奥迪),A6L (C6),2.0 FSI,BPJ,2005/9/1,-,INA,发电机超越皮带轮,06E903119E,5350130100,/
奥迪 (一汽奥迪),A6L (C6),3.0,BBJ,2005/3/1,2006/12/1,INA,发电机超越皮带轮,06E903119E,5350130100,/
奥迪 (一汽奥迪),A6L (C6),3.1 FSI,AUK,2005/9/1,2008/12/1,INA,发电机超越皮带轮,06E903119E,5350130100,/
别克 (上海通用-别克),君越,3.0,LZD,2006/3/1,2009/7/1,INA,发电机超越皮带轮,/,5350135100,/
现代 (北京现代),ix35,2.4,/,2010/4/1,-,INA,发电机超越皮带轮,37321 25201,5350135100,/
现代 (北京现代),索纳塔 (NF),2.4,G4KC,2005/9/1,-,INA,发电机超越皮带轮,37321 25301,5350135100,/
现代 (北京现代),ix35,2.0,/,2010/4/1,-,INA,发电机超越皮带轮,37321 25201,5350135100,/
现代 (北京现代),ix35,2.0,G4KD,2010/4/1,-,INA,发电机超越皮带轮,37321 25201,5350135100,/
现代 (北京现代),索纳塔 (NF),2.0,G4KA,2005/9/1,-,INA,发电机超越皮带轮,37321 25301,5350135100,/
大众 (上海大众),朗逸,1.4 TSI,CFB,2010/3/1,-,INA,发电机超越皮带轮,03C903119C,5350155100,/
斯柯达 (上海大众-斯柯达),晶锐,1.4,CDD,2008/12/1,-,INA,发电机超越皮带轮,03C903119C,5350155100,/
斯柯达 (上海大众-斯柯达),晶锐,1.6,CDE,2008/12/1,-,INA,发电机超越皮带轮,03C903119C,5350155100,/
斯柯达 (上海大众-斯柯达),昊锐,2.0 TSI,/,2009/8/1,-,INA,发电机超越皮带轮,03C903119C,5350155100,/
宝马 (华晨宝马),3 (E46),2.0 (318i),N46B20CA,2004/6/1,2005/6/1,INA,发电机超越皮带轮,12317516103,5350183100,/
宝马 (华晨宝马),3 (E90),2.0 (320i),N 46 B 20,2005/1/1,2007/12/1,INA,发电机超越皮带轮,12317516103,5350183100,/
宝马 (华晨宝马),3 (E90),2.5 (325i),N 52 B 25,2005/6/1,2012/9/1,INA,发电机超越皮带轮,/,5350183100,/
别克 (上海通用-别克),英朗 GT,1.8,2H0,2010/6/1,-,INA,发电机超越皮带轮,13258483,5350203100,/
别克 (上海通用-别克),英朗 XT,1.8,2H0,2010/1/1,-,INA,发电机超越皮带轮,13258483,5350203100,/
别克 (上海通用-别克),英朗 GT,1.6 T,/,2010/6/1,-,INA,发电机超越皮带轮,13258483,5350203100,/
别克 (上海通用-别克),英朗 XT,1.6 T,/,2010/1/1,-,INA,发电机超越皮带轮,13258483,5350203100,/
雪佛兰 (上海通用-雪佛兰),科鲁兹,1.8,2H0,2009/4/1,-,INA,发电机超越皮带轮,13258483,5350203100,/
丰田 (一汽丰田),卡罗拉,1.6,1ZR-FE,2010/10/1,-,INA,发电机超越皮带轮,27415-0T011,5350208100,/
丰田 (一汽丰田),卡罗拉,1.8,2ZR-FE,2010/10/1,-,INA,发电机超越皮带轮,27415-0T011,5350208100,/
丰田 (一汽丰田),卡罗拉,1.6,1ZR,2007/5/1,-,INA,发电机超越皮带轮,27415-0T010,5350208100,/
丰田 (一汽丰田),卡罗拉,2.0,3ZR-FE,2010/10/1,-,INA,发电机超越皮带轮,27415-0T011,5350208100,/
丰田 (广汽丰田),汉兰达,3.5,2GR-FE,2009/5/1,-,INA,发电机超越皮带轮,27415 0W130,5350209100,/
奇瑞,A5,1.6,SQR481F,2006/1/1,2009/1/1,INA,发电机超越皮带轮,/,5350220100,/
奇瑞,东方之子,2.4,4G64S4M,2003/6/1,2007/12/1,INA,发电机超越皮带轮,/,5350220100,/
奇瑞,东方之子,2.0,4G63S4M,2004/3/1,2008/12/1,INA,发电机超越皮带轮,/,5350220100,/
荣威 (上汽荣威),550,1.8 T,18K4G,2008/6/1,-,INA,发电机超越皮带轮,10049892,5350251100,/
大众 (上海大众),波罗,1.6,BCD,2002/1/1,2006/1/1,INA,正时皮带,06A109119J,5360003100,正时系
大众 (上海大众),波罗,1.6,BCD,2002/1/1,2006/1/1,INA,正时皮带,06A109119K,5360003100,正时系
大众 (上海大众),桑塔纳2000,1.8,AYJ,1998/5/1,2004/3/1,INA,正时皮带,06A109119C,5360003100,正时系
大众 (上海大众),桑塔纳2000,1.8,AYJ,1998/5/1,2004/3/1,INA,正时皮带,06A109119J,5360003100,正时系
大众 (上海大众),桑塔纳3000,1.8,AYJ,2004/3/1,2007/10/1,INA,正时皮带,06A109119J,5360003100,正时系
大众 (上海大众),桑塔纳3000,1.8,BKT,2005/6/1,2007/10/1,INA,正时皮带,06A109119J,5360003100,正时系
大众 (上海大众),桑塔纳志俊,1.8,BKT,2008/1/1,-,INA,正时皮带,06A109119K,5360003100,正时系
大众 (上海大众),朗逸,2.0,CEN,2008/4/1,-,INA,正时皮带,06A109119K,5360003100,正时系
大众 (上海大众),帕萨特 (B5),2.0,BFF,2003/2/1,2009/4/1,INA,正时皮带,06A109119C,5360003100,正时系
大众 (上海大众),帕萨特领驭 (B5),2.0,BNL,2006/4/1,-,INA,正时皮带,06A109119J,5360003100,正时系
大众 (上海大众),桑塔纳志俊,2.0,/,2008/1/1,-,INA,正时皮带,06A109119K,5360003100,正时系
大众 (上海大众),途安,2.0,/,2004/11/1,2008/1/1,INA,正时皮带,06A109119J,5360003100,正时系
大众 (上海大众),途安,2.0,/,2004/11/1,2008/1/1,INA,正时皮带,06A109119K,5360003100,正时系
大众 (一汽大众),宝来,1.6,BJH,2004/10/1,2006/9/1,INA,正时皮带,06A109119J,5360003100,正时系
大众 (一汽大众),宝来,1.6,BWH,2008/11/1,-,INA,正时皮带,06A109119J,5360003100,正时系
大众 (一汽大众),宝来 HS,1.6,/,2006/10/1,2008/12/1,INA,正时皮带,06A109119J,5360003100,正时系
大众 (一汽大众),高尔夫,1.6,BJH,2003/8/1,2005/1/1,INA,正时皮带,06A109119J,5360003100,正时系
大众 (一汽大众),捷达,1.6,ATK,1999/10/1,2000/4/1,INA,正时皮带,06A0919CC,5360003100,正时系
大众 (一汽大众),捷达,1.6,ATK,1999/10/1,2000/4/1,INA,正时皮带,06A109119E,5360003100,正时系
大众 (一汽大众),捷达,1.6,BJG,2004/10/1,-,INA,正时皮带,06A109119J,5360003100,正时系
大众 (一汽大众),捷达,1.6,ABX,1991/5/1,1999/12/1,INA,正时皮带,06A109119C,5360003100,正时系
大众 (一汽大众),捷达,1.6,ABX,1991/5/1,1999/12/1,INA,正时皮带,06A109119E,5360003100,正时系
大众 (一汽大众),开迪,1.6,BRY,2005/3/1,2007/12/1,INA,正时皮带,06A109119K,5360003100,正时系
大众 (一汽大众),速腾,1.6,BWH,2006/2/1,-,INA,正时皮带,06A109119J,5360003100,正时系
大众 (一汽大众),迈腾 (B6),1.8 TSI,BYJ,2007/6/1,2011/7/1,INA,正时皮带,06A109119J,5360003100,正时系
大众 (一汽大众),宝来,2.0,CEN,2008/11/1,2010/12/1,INA,正时皮带,06A109119J,5360003100,正时系
大众 (一汽大众),高尔夫,2.0,APK,2003/8/1,2005/12/1,INA,正时皮带,06A109119C,5360003100,正时系
大众 (一汽大众),迈腾,2.0,BJZ,2007/3/1,2008/5/1,INA,正时皮带,06A109119J,5360003100,正时系
斯柯达 (上海大众-斯柯达),明锐,2.0,BXX,2007/6/1,2010/4/1,INA,正时皮带,06A109119J,5360003100,正时系
大众 (上海大众),高尔,1.6,BHJ,2003/12/1,2005/2/1,INA,正时皮带,056109119A,5360005100,正时系
大众 (上海大众),桑塔纳,1.6,/,1996/8/1,-,INA,正时皮带,056109119A,5360005100,正时系
大众 (上海大众),桑塔纳,1.8,/,1996/8/1,-,INA,正时皮带,056109119A,5360005100,正时系
大众 (上海大众),桑塔纳,1.8,AFE,1996/8/1,-,INA,正时皮带,056109119A,5360005100,正时系
大众 (上海大众),桑塔纳,1.8,JV,1985/3/1,1996/8/1,INA,正时皮带,056109119A,5360005100,正时系
大众 (上海大众),桑塔纳2000,1.8,AFE,1996/4/1,2004/3/1,INA,正时皮带,056109119A,5360005100,正时系
大众 (上海大众),桑塔纳2000,1.8,JV,1995/4/1,2004/3/1,INA,正时皮带,056109119A,5360005100,正时系
大众 (一汽大众),捷达,1.6,ABX,1991/5/1,1999/12/1,INA,正时皮带,056109119A,5360005100,正时系
奥迪 (一汽奥迪),A6L (C5),1.8,ANQ,2000/1/1,2005/12/1,INA,正时皮带,06B109119A,5360012100,正时系
奥迪 (一汽奥迪),A4 (B6),1.8 T,BFB,2003/2/1,2005/7/1,INA,正时皮带,06B109119F,5360012100,正时系
奥迪 (一汽奥迪),A6 (C5),1.8 T,BGC,2006/7/1,2006/12/1,INA,正时皮带,06B109119A,5360012100,正时系
奥迪 (一汽奥迪),A6L (C5),1.8 T,AWL,2000/7/1,2005/12/1,INA,正时皮带,06B109119A,5360012100,正时系
大众 (上海大众),帕萨特 (B5),1.8,ANQ,2000/4/1,2003/2/1,INA,正时皮带,06B109119B,5360012100,正时系
大众 (上海大众),帕萨特领驭 (B5),1.8,/,2009/1/1,-,INA,正时皮带,06B109119F,5360012100,正时系
大众 (上海大众),帕萨特 (B5),1.8 T,AWL,2001/1/1,2009/4/1,INA,正时皮带,06B109119F,5360012100,正时系
大众 (上海大众),帕萨特领驭 (B5),1.8 T,/,2005/11/1,2009/4/1,INA,正时皮带,06B109119F,5360012100,正时系
大众 (一汽大众),宝来,1.6,/,2002/6/1,2004/10/1,INA,正时皮带,06B109119A,5360012100,正时系
